date,UID,click,url,regionCode,city,k_page,vec
2017-01-21 18:39:37 UTC,957dfe7bec97c8d77693ba7f8c76c8719b76d45b3e9671e4b86c04303160973f,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p16,1:1:0:0:1
2017-01-21 18:55:57 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,1:0:0:0:0
2017-01-21 18:56:02 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,1:1:0:0:1
2017-01-21 19:07:53 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p16,1:0:1:1:0
2017-01-21 19:10:48 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,0:1:1:1:1
2017-01-21 19:10:53 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,1:1:1:0:0
2017-01-21 19:14:25 UTC,957dfe7bec97c8d77693ba7f8c76c8719b76d45b3e9671e4b86c04303160973f,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p16,0:1:0:1:0
2017-01-21 19:16:45 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p21,1:1:1:0:1
2017-01-21 19:17:20 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p18,1:0:1:1:0
2017-01-21 19:18:52 UTC,08cf5b3b-6147-475a-916a-28f35c3af28f,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,katsushika,p02,1:1:1:0:1
2017-01-21 19:19:03 UTC,08cf5b3b-6147-475a-916a-28f35c3af28f,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,katsushika,p18,0:0:1:1:1
2017-01-21 19:19:46 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p21,0:0:1:0:0
2017-01-21 19:19:55 UTC,08cf5b3b-6147-475a-916a-28f35c3af28f,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,katsushika,p18,0:1:0:1:1
2017-01-21 20:32:32 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:0:1:1
2017-01-21 20:32:36 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:0:0:1:0
2017-01-21 20:32:37 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:0:1:0:1
2017-01-21 20:32:40 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:0:0:1:1
2017-01-21 20:58:15 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:1:0:1:1
2017-01-21 21:14:55 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:1:0:1:0
2017-01-21 21:15:13 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:0:1:1
2017-01-21 21:15:14 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:0:0:1:1
2017-01-21 21:15:19 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:0:1:1:0
2017-01-21 21:47:30 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,1:1:0:0:0
2017-01-21 21:47:45 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,0:0:0:0:1
2017-01-21 21:47:51 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p14,1:0:1:0:1
2017-01-21 22:26:14 UTC,f2ca7de6-fee3-4bc3-8056-640be5f027cb,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,setagaya,p01,1:0:0:1:1
2017-01-21 22:26:32 UTC,f2ca7de6-fee3-4bc3-8056-640be5f027cb,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,setagaya,p16,1:1:1:0:1
2017-01-21 22:38:33 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p18,0:1:0:1:1
2017-01-21 22:38:43 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p20,1:0:1:1:0
2017-01-21 22:39:37 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p20,0:0:0:1:1
2017-01-21 22:40:07 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p16,0:0:0:0:1
2017-01-21 22:40:14 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p16,0:0:1:1:1
2017-01-21 22:47:17 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p18,1:0:0:0:1
2017-01-21 23:34:10 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:0:0:0:1
2017-01-21 23:34:15 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,1:1:0:0:1
2017-01-21 23:36:39 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:1:0:1:0
2017-01-21 23:38:40 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:1:0:1:1
2017-01-21 23:38:54 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:0:1:1
2017-01-21 23:40:36 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:0:1:0
2017-01-21 23:40:44 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:0:1:1:0
2017-01-21 23:46:23 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:1:1:0
2017-01-21 23:46:36 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:0:0:0:1
2017-01-21 23:47:03 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,0:0:0:0:0
2017-01-21 23:47:49 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:1:0:1:1
2017-01-21 23:47:56 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,0:0:0:1:1
2017-01-21 23:49:20 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:1:0:1:1
2017-01-21 23:49:21 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:1:1:1:0
2017-01-21 23:49:26 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:0:0:0
2017-01-21 23:50:04 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:0:0:0
2017-01-21 23:50:52 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:1:0:1:0
2017-01-21 23:52:32 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:1:0:1:0
2017-01-21 23:52:37 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:0:1:1:0
2017-01-21 23:53:34 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p19,1:1:1:0:1
2017-01-21 23:54:16 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,0:1:1:0:0
2017-01-21 23:58:34 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,1:0:1:1:1
2017-01-21 23:59:30 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:1:1:1
2017-01-21 23:59:34 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:1:1:0
2017-01-21 23:59:57 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,1:1:0:0:0
2017-01-22 00:00:55 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:0:0:1:1
2017-01-22 00:00:55 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:0:1:1
2017-01-22 00:01:00 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:0:1:1
2017-01-22 00:02:28 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,0:1:1:1:1
2017-01-22 00:02:29 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:1:0:1:1
2017-01-22 00:02:33 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:0:1:1:1
2017-01-22 00:05:02 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p13,1:1:1:1:0
2017-01-22 00:36:20 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p18,0:1:1:0:0
2017-01-22 00:36:26 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,0:0:0:0:0
2017-01-22 00:36:37 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,0:1:1:0:1
2017-01-22 00:39:47 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:1:0:1:0
2017-01-22 00:40:24 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p18,1:0:1:0:1
2017-01-22 00:40:29 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,0:1:1:0:0
2017-01-22 00:42:06 UTC,a5e4e52b-7f86-4ef4-b017-2dd77560fac2,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p18,1:0:0:0:0
2017-01-22 00:42:30 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:1:1:1:1
2017-01-22 00:47:00 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,0:1:0:1:0
2017-01-22 00:50:16 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,0:0:0:1:1
2017-01-22 00:55:56 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,1:0:1:1:1
2017-01-22 00:56:25 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,1:1:0:1:0
2017-01-22 01:28:53 UTC,d22eb9ea-5a1f-4f02-8f99-cd8979974cd8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p16,0:0:0:1:0
2017-01-22 03:11:34 UTC,e4fe19cf-d1f5-470c-aeae-4031c7ad0d43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p01,1:0:1:0:0
2017-01-22 03:11:46 UTC,e4fe19cf-d1f5-470c-aeae-4031c7ad0d43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p14,0:1:0:0:1
2017-01-22 03:11:51 UTC,e4fe19cf-d1f5-470c-aeae-4031c7ad0d43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p14,0:0:0:0:1
2017-01-22 03:12:02 UTC,e4fe19cf-d1f5-470c-aeae-4031c7ad0d43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p14,1:1:1:0:0
2017-01-22 03:12:14 UTC,e4fe19cf-d1f5-470c-aeae-4031c7ad0d43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,12,kashiwa,p18,1:1:0:0:0
2017-01-22 03:14:06 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p02,1:1:1:0:1
2017-01-22 03:14:14 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p15,0:0:0:0:0
2017-01-22 03:17:20 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p15,0:1:0:1:0
2017-01-22 03:23:16 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p02,0:1:0:0:1
2017-01-22 03:23:22 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p21,1:1:1:1:1
2017-01-22 03:24:05 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p21,0:0:0:0:1
2017-01-22 03:24:10 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p21,1:1:0:1:0
2017-01-22 03:24:44 UTC,fce00d06-99c9-4157-b1ff-2ea6e0101bb8,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,3,ichinoseki iwate,p21,1:1:0:1:1
2017-01-22 05:01:09 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p01,0:0:0:1:1
2017-01-22 05:03:03 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p02,0:1:1:1:0
2017-01-22 05:03:23 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p01,0:1:0:0:0
2017-01-22 05:03:36 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p02,1:1:0:0:1
2017-01-22 05:04:13 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p18,1:0:1:1:0
2017-01-22 05:05:13 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p21,0:0:0:0:0
2017-01-22 05:05:26 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p18,1:1:1:1:1
2017-01-22 05:05:32 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p02,0:0:0:0:1
2017-01-22 05:05:37 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p01,1:0:1:1:1
2017-01-22 05:05:45 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p15,0:1:1:0:0
2017-01-22 05:09:16 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p15,1:1:0:0:0
2017-01-22 05:13:06 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,26,kyoto,p18,1:1:1:0:0
2017-01-22 07:45:00 UTC,c58566ab-3329-4260-b36a-211503f92e1d,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p18,1:1:1:0:0
2017-01-22 07:45:26 UTC,c58566ab-3329-4260-b36a-211503f92e1d,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p18,0:1:0:0:0
2017-01-22 07:45:39 UTC,c58566ab-3329-4260-b36a-211503f92e1d,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,11,saitama,p03,0:1:0:0:1
2017-01-22 08:09:51 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p18,0:0:0:1:0
2017-01-22 08:10:11 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p18,0:1:0:1:1
2017-01-22 08:10:16 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p19,1:0:1:0:0
2017-01-22 08:13:07 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:0:0:1:1
2017-01-22 08:15:02 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p18,0:0:1:1:1
2017-01-22 08:16:36 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p13,0:1:1:0:0
2017-01-22 08:18:11 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,0:1:0:0:0
2017-01-22 08:18:16 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:1:0:1:1
2017-01-22 08:19:10 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,nakano,p21,0:1:0:0:1
2017-01-22 08:23:07 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:0:1:0:1
2017-01-22 08:24:01 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p02,1:0:1:1:0
2017-01-22 08:26:37 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,1:1:0:1:0
2017-01-22 08:27:30 UTC,e1b3d3f8-309e-4b8a-be37-beb44bf7705b,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,1,sapporo,p21,0:1:0:1:0
2017-01-22 08:40:21 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,40,kitakyushu,p14,0:1:1:0:0
2017-01-22 08:40:29 UTC,fbb705db-e7d8-42f7-8892-10a70efaa81b,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,40,kitakyushu,p14,1:1:0:0:0
2017-01-22 08:41:06 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,nakano,p21,1:0:0:1:1
2017-01-22 09:14:09 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p01,0:1:0:0:1
2017-01-22 09:14:28 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p15,0:0:0:0:1
2017-01-22 09:14:32 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p01,0:1:0:1:0
2017-01-22 09:16:38 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p01,0:0:0:1:0
2017-01-22 09:16:59 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p15,0:1:1:0:0
2017-01-22 09:20:52 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p21,1:0:1:0:0
2017-01-22 09:23:46 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p18,1:1:1:1:1
2017-01-22 09:24:12 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p21,1:0:0:1:1
2017-01-22 09:24:42 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p18,1:1:1:0:0
2017-01-22 09:33:02 UTC,fdfa310b-dede-4b26-aa18-2792fc936812,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p21,0:1:0:1:1
2017-01-22 10:00:40 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p18,0:1:1:1:0
2017-01-22 10:06:45 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p19,1:1:0:0:0
2017-01-22 10:07:22 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,0:1:0:1:1
2017-01-22 10:07:39 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:1:1:1:1
2017-01-22 10:09:40 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p14,1:1:1:1:0
2017-01-22 10:10:10 UTC,b2487c90-74bc-44ac-9017-c92c4d4cc310,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,mitaka,p21,0:1:1:1:1
2017-01-22 10:10:23 UTC,a0a65c02-a728-4692-ac8d-93fa1e2f7a43,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,edogawa,p01,0:1:1:1:1
2017-01-22 10:30:08 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p18,1:1:1:0:0
2017-01-22 10:45:50 UTC,57d17d65-a1c0-4718-a034-32a36efb0bed,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,27,osaka,p18,0:0:0:0:1
2017-01-22 10:47:58 UTC,f665d20e-aec9-4d74-b027-b6221de180e0,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p14,1:0:1:0:0
2017-01-22 10:48:09 UTC,f665d20e-aec9-4d74-b027-b6221de180e0,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p14,0:0:1:1:1
2017-01-22 10:56:22 UTC,3331556a-a0e1-4773-959f-0ff8e6a5dad5,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,minato,p18,1:1:0:0:0
2017-01-22 10:57:58 UTC,f665d20e-aec9-4d74-b027-b6221de180e0,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p14,1:0:0:1:1
2017-01-22 10:59:52 UTC,f665d20e-aec9-4d74-b027-b6221de180e0,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p14,0:0:0:1:1
2017-01-22 11:00:20 UTC,f665d20e-aec9-4d74-b027-b6221de180e0,,https://passnavi.evidus.com/search_univ/2910/difficulty.html,13,shinjuku,p14,1:1:1:1:1
2017-01-22 11:52:35 UTC,050c572c-89b3-48f8-be99-221cf346161e,1,https://passnavi.evidus.com/search_univ/2910/difficulty.html,6,yamagata,p19,1:1:0:0:0
